 주택용(저압) 사용량별 요금표 ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
 [ 기타계절(7~8월 제외) ] ,,,,,,,," *기후환경요금단가는 매년, 연료비조정단가는 매분기 변동됨 ",,, [ 하계(7~8월) ] ,,,,,,,," *기후환경요금단가는 매년, 연료비조정단가는 매분기 변동됨 "
" 사용량
(kWh) ", 기본요금 , 전력량요금 ," 기후환경요금
(2023.1.1기준) "," 연료비조정요금
(2023.1.1기준) ", 전기요금계 , 부가세 , 기반기금 , 청구금액 ,,," 사용량
(kWh) ", 기본요금 , 전력량요금 ," 기후환경요금
(2023.1.1기준) "," 연료비조정요금
(2023.1.1기준) ", 전기요금계 , 부가세 , 기반기금 , 청구금액 
771,"  7,300 ","  174,760 ","  6,939 ","  3,855 ","  192,854 ","  19,285 ","  7,130 ","  219,260 ",,,771,"  7,300 ","  160,665 ","  6,939 ","  3,855 ","  178,759 ","  17,876 ","  6,610 ","  203,240 "
772,"  7,300 ","  175,059 ","  6,948 ","  3,860 ","  193,167 ","  19,317 ","  7,140 ","  219,620 ",,,772,"  7,300 ","  160,964 ","  6,948 ","  3,860 ","  179,072 ","  17,907 ","  6,620 ","  203,590 "
773,"  7,300 ","  175,358 ","  6,957 ","  3,865 ","  193,480 ","  19,348 ","  7,150 ","  219,970 ",,,773,"  7,300 ","  161,263 ","  6,957 ","  3,865 ","  179,385 ","  17,939 ","  6,630 ","  203,950 "
774,"  7,300 ","  175,658 ","  6,966 ","  3,870 ","  193,794 ","  19,379 ","  7,170 ","  220,340 ",,,774,"  7,300 ","  161,563 ","  6,966 ","  3,870 ","  179,699 ","  17,970 ","  6,640 ","  204,300 "
775,"  7,300 ","  175,957 ","  6,975 ","  3,875 ","  194,107 ","  19,411 ","  7,180 ","  220,690 ",,,775,"  7,300 ","  161,862 ","  6,975 ","  3,875 ","  180,012 ","  18,001 ","  6,660 ","  204,670 "
776,"  7,300 ","  176,256 ","  6,984 ","  3,880 ","  194,420 ","  19,442 ","  7,190 ","  221,050 ",,,776,"  7,300 ","  162,161 ","  6,984 ","  3,880 ","  180,325 ","  18,033 ","  6,670 ","  205,020 "
777,"  7,300 ","  176,556 ","  6,993 ","  3,885 ","  194,734 ","  19,473 ","  7,200 ","  221,400 ",,,777,"  7,300 ","  162,461 ","  6,993 ","  3,885 ","  180,639 ","  18,064 ","  6,680 ","  205,380 "
778,"  7,300 ","  176,855 ","  7,002 ","  3,890 ","  195,047 ","  19,505 ","  7,210 ","  221,760 ",,,778,"  7,300 ","  162,760 ","  7,002 ","  3,890 ","  180,952 ","  18,095 ","  6,690 ","  205,730 "
779,"  7,300 ","  177,154 ","  7,011 ","  3,895 ","  195,360 ","  19,536 ","  7,220 ","  222,110 ",,,779,"  7,300 ","  163,059 ","  7,011 ","  3,895 ","  181,265 ","  18,127 ","  6,700 ","  206,090 "
780,"  7,300 ","  177,454 ","  7,020 ","  3,900 ","  195,674 ","  19,567 ","  7,230 ","  222,470 ",,,780,"  7,300 ","  163,359 ","  7,020 ","  3,900 ","  181,579 ","  18,158 ","  6,710 ","  206,440 "
781,"  7,300 ","  177,753 ","  7,029 ","  3,905 ","  195,987 ","  19,599 ","  7,250 ","  222,830 ",,,781,"  7,300 ","  163,658 ","  7,029 ","  3,905 ","  181,892 ","  18,189 ","  6,730 ","  206,810 "
782,"  7,300 ","  178,052 ","  7,038 ","  3,910 ","  196,300 ","  19,630 ","  7,260 ","  223,190 ",,,782,"  7,300 ","  163,957 ","  7,038 ","  3,910 ","  182,205 ","  18,221 ","  6,740 ","  207,160 "
783,"  7,300 ","  178,351 ","  7,047 ","  3,915 ","  196,613 ","  19,661 ","  7,270 ","  223,540 ",,,783,"  7,300 ","  164,256 ","  7,047 ","  3,915 ","  182,518 ","  18,252 ","  6,750 ","  207,520 "
784,"  7,300 ","  178,651 ","  7,056 ","  3,920 ","  196,927 ","  19,693 ","  7,280 ","  223,900 ",,,784,"  7,300 ","  164,556 ","  7,056 ","  3,920 ","  182,832 ","  18,283 ","  6,760 ","  207,870 "
785,"  7,300 ","  178,950 ","  7,065 ","  3,925 ","  197,240 ","  19,724 ","  7,290 ","  224,250 ",,,785,"  7,300 ","  164,855 ","  7,065 ","  3,925 ","  183,145 ","  18,315 ","  6,770 ","  208,230 "
786,"  7,300 ","  179,249 ","  7,074 ","  3,930 ","  197,553 ","  19,755 ","  7,300 ","  224,600 ",,,786,"  7,300 ","  165,154 ","  7,074 ","  3,930 ","  183,458 ","  18,346 ","  6,780 ","  208,580 "
787,"  7,300 ","  179,549 ","  7,083 ","  3,935 ","  197,867 ","  19,787 ","  7,320 ","  224,970 ",,,787,"  7,300 ","  165,454 ","  7,083 ","  3,935 ","  183,772 ","  18,377 ","  6,790 ","  208,930 "
788,"  7,300 ","  179,848 ","  7,092 ","  3,940 ","  198,180 ","  19,818 ","  7,330 ","  225,320 ",,,788,"  7,300 ","  165,753 ","  7,092 ","  3,940 ","  184,085 ","  18,409 ","  6,810 ","  209,300 "
789,"  7,300 ","  180,147 ","  7,101 ","  3,945 ","  198,493 ","  19,849 ","  7,340 ","  225,680 ",,,789,"  7,300 ","  166,052 ","  7,101 ","  3,945 ","  184,398 ","  18,440 ","  6,820 ","  209,650 "
790,"  7,300 ","  180,447 ","  7,110 ","  3,950 ","  198,807 ","  19,881 ","  7,350 ","  226,030 ",,,790,"  7,300 ","  166,352 ","  7,110 ","  3,950 ","  184,712 ","  18,471 ","  6,830 ","  210,010 "
791,"  7,300 ","  180,746 ","  7,119 ","  3,955 ","  199,120 ","  19,912 ","  7,360 ","  226,390 ",,,791,"  7,300 ","  166,651 ","  7,119 ","  3,955 ","  185,025 ","  18,503 ","  6,840 ","  210,360 "
792,"  7,300 ","  181,045 ","  7,128 ","  3,960 ","  199,433 ","  19,943 ","  7,370 ","  226,740 ",,,792,"  7,300 ","  166,950 ","  7,128 ","  3,960 ","  185,338 ","  18,534 ","  6,850 ","  210,720 "
793,"  7,300 ","  181,344 ","  7,137 ","  3,965 ","  199,746 ","  19,975 ","  7,390 ","  227,110 ",,,793,"  7,300 ","  167,249 ","  7,137 ","  3,965 ","  185,651 ","  18,565 ","  6,860 ","  211,070 "
794,"  7,300 ","  181,644 ","  7,146 ","  3,970 ","  200,060 ","  20,006 ","  7,400 ","  227,460 ",,,794,"  7,300 ","  167,549 ","  7,146 ","  3,970 ","  185,965 ","  18,597 ","  6,880 ","  211,440 "
795,"  7,300 ","  181,943 ","  7,155 ","  3,975 ","  200,373 ","  20,037 ","  7,410 ","  227,820 ",,,795,"  7,300 ","  167,848 ","  7,155 ","  3,975 ","  186,278 ","  18,628 ","  6,890 ","  211,790 "
796,"  7,300 ","  182,242 ","  7,164 ","  3,980 ","  200,686 ","  20,069 ","  7,420 ","  228,170 ",,,796,"  7,300 ","  168,147 ","  7,164 ","  3,980 ","  186,591 ","  18,659 ","  6,900 ","  212,150 "
797,"  7,300 ","  182,542 ","  7,173 ","  3,985 ","  201,000 ","  20,100 ","  7,430 ","  228,530 ",,,797,"  7,300 ","  168,447 ","  7,173 ","  3,985 ","  186,905 ","  18,691 ","  6,910 ","  212,500 "
798,"  7,300 ","  182,841 ","  7,182 ","  3,990 ","  201,313 ","  20,131 ","  7,440 ","  228,880 ",,,798,"  7,300 ","  168,746 ","  7,182 ","  3,990 ","  187,218 ","  18,722 ","  6,920 ","  212,860 "
799,"  7,300 ","  183,140 ","  7,191 ","  3,995 ","  201,626 ","  20,163 ","  7,460 ","  229,240 ",,,799,"  7,300 ","  169,045 ","  7,191 ","  3,995 ","  187,531 ","  18,753 ","  6,930 ","  213,210 "
800,"  7,300 ","  183,440 ","  7,200 ","  4,000 ","  201,940 ","  20,194 ","  7,470 ","  229,600 ",,,800,"  7,300 ","  169,345 ","  7,200 ","  4,000 ","  187,845 ","  18,785 ","  6,950 ","  213,580 "
801,"  7,300 ","  183,739 ","  7,209 ","  4,005 ","  202,253 ","  20,225 ","  7,480 ","  229,950 ",,,801,"  7,300 ","  169,644 ","  7,209 ","  4,005 ","  188,158 ","  18,816 ","  6,960 ","  213,930 "
802,"  7,300 ","  184,038 ","  7,218 ","  4,010 ","  202,566 ","  20,257 ","  7,490 ","  230,310 ",,,802,"  7,300 ","  169,943 ","  7,218 ","  4,010 ","  188,471 ","  18,847 ","  6,970 ","  214,280 "
803,"  7,300 ","  184,337 ","  7,227 ","  4,015 ","  202,879 ","  20,288 ","  7,500 ","  230,660 ",,,803,"  7,300 ","  170,242 ","  7,227 ","  4,015 ","  188,784 ","  18,878 ","  6,980 ","  214,640 "
804,"  7,300 ","  184,637 ","  7,236 ","  4,020 ","  203,193 ","  20,319 ","  7,510 ","  231,020 ",,,804,"  7,300 ","  170,542 ","  7,236 ","  4,020 ","  189,098 ","  18,910 ","  6,990 ","  214,990 "
805,"  7,300 ","  184,936 ","  7,245 ","  4,025 ","  203,506 ","  20,351 ","  7,520 ","  231,370 ",,,805,"  7,300 ","  170,841 ","  7,245 ","  4,025 ","  189,411 ","  18,941 ","  7,000 ","  215,350 "
806,"  7,300 ","  185,235 ","  7,254 ","  4,030 ","  203,819 ","  20,382 ","  7,540 ","  231,740 ",,,806,"  7,300 ","  171,140 ","  7,254 ","  4,030 ","  189,724 ","  18,972 ","  7,010 ","  215,700 "
807,"  7,300 ","  185,535 ","  7,263 ","  4,035 ","  204,133 ","  20,413 ","  7,550 ","  232,090 ",,,807,"  7,300 ","  171,440 ","  7,263 ","  4,035 ","  190,038 ","  19,004 ","  7,030 ","  216,070 "
808,"  7,300 ","  185,834 ","  7,272 ","  4,040 ","  204,446 ","  20,445 ","  7,560 ","  232,450 ",,,808,"  7,300 ","  171,739 ","  7,272 ","  4,040 ","  190,351 ","  19,035 ","  7,040 ","  216,420 "
809,"  7,300 ","  186,133 ","  7,281 ","  4,045 ","  204,759 ","  20,476 ","  7,570 ","  232,800 ",,,809,"  7,300 ","  172,038 ","  7,281 ","  4,045 ","  190,664 ","  19,066 ","  7,050 ","  216,780 "
810,"  7,300 ","  186,433 ","  7,290 ","  4,050 ","  205,073 ","  20,507 ","  7,580 ","  233,160 ",,,810,"  7,300 ","  172,338 ","  7,290 ","  4,050 ","  190,978 ","  19,098 ","  7,060 ","  217,130 "
811,"  7,300 ","  186,732 ","  7,299 ","  4,055 ","  205,386 ","  20,539 ","  7,590 ","  233,510 ",,,811,"  7,300 ","  172,637 ","  7,299 ","  4,055 ","  191,291 ","  19,129 ","  7,070 ","  217,490 "
812,"  7,300 ","  187,031 ","  7,308 ","  4,060 ","  205,699 ","  20,570 ","  7,610 ","  233,870 ",,,812,"  7,300 ","  172,936 ","  7,308 ","  4,060 ","  191,604 ","  19,160 ","  7,080 ","  217,840 "
813,"  7,300 ","  187,330 ","  7,317 ","  4,065 ","  206,012 ","  20,601 ","  7,620 ","  234,230 ",,,813,"  7,300 ","  173,235 ","  7,317 ","  4,065 ","  191,917 ","  19,192 ","  7,100 ","  218,200 "
814,"  7,300 ","  187,630 ","  7,326 ","  4,070 ","  206,326 ","  20,633 ","  7,630 ","  234,580 ",,,814,"  7,300 ","  173,535 ","  7,326 ","  4,070 ","  192,231 ","  19,223 ","  7,110 ","  218,560 "
815,"  7,300 ","  187,929 ","  7,335 ","  4,075 ","  206,639 ","  20,664 ","  7,640 ","  234,940 ",,,815,"  7,300 ","  173,834 ","  7,335 ","  4,075 ","  192,544 ","  19,254 ","  7,120 ","  218,910 "
816,"  7,300 ","  188,228 ","  7,344 ","  4,080 ","  206,952 ","  20,695 ","  7,650 ","  235,290 ",,,816,"  7,300 ","  174,133 ","  7,344 ","  4,080 ","  192,857 ","  19,286 ","  7,130 ","  219,270 "
817,"  7,300 ","  188,528 ","  7,353 ","  4,085 ","  207,266 ","  20,727 ","  7,660 ","  235,650 ",,,817,"  7,300 ","  174,433 ","  7,353 ","  4,085 ","  193,171 ","  19,317 ","  7,140 ","  219,620 "
818,"  7,300 ","  188,827 ","  7,362 ","  4,090 ","  207,579 ","  20,758 ","  7,680 ","  236,010 ",,,818,"  7,300 ","  174,732 ","  7,362 ","  4,090 ","  193,484 ","  19,348 ","  7,150 ","  219,980 "
819,"  7,300 ","  189,126 ","  7,371 ","  4,095 ","  207,892 ","  20,789 ","  7,690 ","  236,370 ",,,819,"  7,300 ","  175,031 ","  7,371 ","  4,095 ","  193,797 ","  19,380 ","  7,170 ","  220,340 "
820,"  7,300 ","  189,426 ","  7,380 ","  4,100 ","  208,206 ","  20,821 ","  7,700 ","  236,720 ",,,820,"  7,300 ","  175,331 ","  7,380 ","  4,100 ","  194,111 ","  19,411 ","  7,180 ","  220,700 "
821,"  7,300 ","  189,725 ","  7,389 ","  4,105 ","  208,519 ","  20,852 ","  7,710 ","  237,080 ",,,821,"  7,300 ","  175,630 ","  7,389 ","  4,105 ","  194,424 ","  19,442 ","  7,190 ","  221,050 "
822,"  7,300 ","  190,024 ","  7,398 ","  4,110 ","  208,832 ","  20,883 ","  7,720 ","  237,430 ",,,822,"  7,300 ","  175,929 ","  7,398 ","  4,110 ","  194,737 ","  19,474 ","  7,200 ","  221,410 "
823,"  7,300 ","  190,323 ","  7,407 ","  4,115 ","  209,145 ","  20,915 ","  7,730 ","  237,790 ",,,823,"  7,300 ","  176,228 ","  7,407 ","  4,115 ","  195,050 ","  19,505 ","  7,210 ","  221,760 "
824,"  7,300 ","  190,623 ","  7,416 ","  4,120 ","  209,459 ","  20,946 ","  7,740 ","  238,140 ",,,824,"  7,300 ","  176,528 ","  7,416 ","  4,120 ","  195,364 ","  19,536 ","  7,220 ","  222,120 "
825,"  7,300 ","  190,922 ","  7,425 ","  4,125 ","  209,772 ","  20,977 ","  7,760 ","  238,500 ",,,825,"  7,300 ","  176,827 ","  7,425 ","  4,125 ","  195,677 ","  19,568 ","  7,240 ","  222,480 "
826,"  7,300 ","  191,221 ","  7,434 ","  4,130 ","  210,085 ","  21,009 ","  7,770 ","  238,860 ",,,826,"  7,300 ","  177,126 ","  7,434 ","  4,130 ","  195,990 ","  19,599 ","  7,250 ","  222,830 "
827,"  7,300 ","  191,521 ","  7,443 ","  4,135 ","  210,399 ","  21,040 ","  7,780 ","  239,210 ",,,827,"  7,300 ","  177,426 ","  7,443 ","  4,135 ","  196,304 ","  19,630 ","  7,260 ","  223,190 "
828,"  7,300 ","  191,820 ","  7,452 ","  4,140 ","  210,712 ","  21,071 ","  7,790 ","  239,570 ",,,828,"  7,300 ","  177,725 ","  7,452 ","  4,140 ","  196,617 ","  19,662 ","  7,270 ","  223,540 "
829,"  7,300 ","  192,119 ","  7,461 ","  4,145 ","  211,025 ","  21,103 ","  7,800 ","  239,920 ",,,829,"  7,300 ","  178,024 ","  7,461 ","  4,145 ","  196,930 ","  19,693 ","  7,280 ","  223,900 "
830,"  7,300 ","  192,419 ","  7,470 ","  4,150 ","  211,339 ","  21,134 ","  7,810 ","  240,280 ",,,830,"  7,300 ","  178,324 ","  7,470 ","  4,150 ","  197,244 ","  19,724 ","  7,290 ","  224,250 "
831,"  7,300 ","  192,718 ","  7,479 ","  4,155 ","  211,652 ","  21,165 ","  7,830 ","  240,640 ",,,831,"  7,300 ","  178,623 ","  7,479 ","  4,155 ","  197,557 ","  19,756 ","  7,300 ","  224,610 "
832,"  7,300 ","  193,017 ","  7,488 ","  4,160 ","  211,965 ","  21,197 ","  7,840 ","  241,000 ",,,832,"  7,300 ","  178,922 ","  7,488 ","  4,160 ","  197,870 ","  19,787 ","  7,320 ","  224,970 "
833,"  7,300 ","  193,316 ","  7,497 ","  4,165 ","  212,278 ","  21,228 ","  7,850 ","  241,350 ",,,833,"  7,300 ","  179,221 ","  7,497 ","  4,165 ","  198,183 ","  19,818 ","  7,330 ","  225,330 "
834,"  7,300 ","  193,616 ","  7,506 ","  4,170 ","  212,592 ","  21,259 ","  7,860 ","  241,710 ",,,834,"  7,300 ","  179,521 ","  7,506 ","  4,170 ","  198,497 ","  19,850 ","  7,340 ","  225,680 "
835,"  7,300 ","  193,915 ","  7,515 ","  4,175 ","  212,905 ","  21,291 ","  7,870 ","  242,060 ",,,835,"  7,300 ","  179,820 ","  7,515 ","  4,175 ","  198,810 ","  19,881 ","  7,350 ","  226,040 "
836,"  7,300 ","  194,214 ","  7,524 ","  4,180 ","  213,218 ","  21,322 ","  7,880 ","  242,420 ",,,836,"  7,300 ","  180,119 ","  7,524 ","  4,180 ","  199,123 ","  19,912 ","  7,360 ","  226,390 "
837,"  7,300 ","  194,514 ","  7,533 ","  4,185 ","  213,532 ","  21,353 ","  7,900 ","  242,780 ",,,837,"  7,300 ","  180,419 ","  7,533 ","  4,185 ","  199,437 ","  19,944 ","  7,370 ","  226,750 "
838,"  7,300 ","  194,813 ","  7,542 ","  4,190 ","  213,845 ","  21,385 ","  7,910 ","  243,140 ",,,838,"  7,300 ","  180,718 ","  7,542 ","  4,190 ","  199,750 ","  19,975 ","  7,390 ","  227,110 "
839,"  7,300 ","  195,112 ","  7,551 ","  4,195 ","  214,158 ","  21,416 ","  7,920 ","  243,490 ",,,839,"  7,300 ","  181,017 ","  7,551 ","  4,195 ","  200,063 ","  20,006 ","  7,400 ","  227,460 "
840,"  7,300 ","  195,412 ","  7,560 ","  4,200 ","  214,472 ","  21,447 ","  7,930 ","  243,840 ",,,840,"  7,300 ","  181,317 ","  7,560 ","  4,200 ","  200,377 ","  20,038 ","  7,410 ","  227,820 "
841,"  7,300 ","  195,711 ","  7,569 ","  4,205 ","  214,785 ","  21,479 ","  7,940 ","  244,200 ",,,841,"  7,300 ","  181,616 ","  7,569 ","  4,205 ","  200,690 ","  20,069 ","  7,420 ","  228,170 "
842,"  7,300 ","  196,010 ","  7,578 ","  4,210 ","  215,098 ","  21,510 ","  7,950 ","  244,550 ",,,842,"  7,300 ","  181,915 ","  7,578 ","  4,210 ","  201,003 ","  20,100 ","  7,430 ","  228,530 "
843,"  7,300 ","  196,309 ","  7,587 ","  4,215 ","  215,411 ","  21,541 ","  7,970 ","  244,920 ",,,843,"  7,300 ","  182,214 ","  7,587 ","  4,215 ","  201,316 ","  20,132 ","  7,440 ","  228,880 "
844,"  7,300 ","  196,609 ","  7,596 ","  4,220 ","  215,725 ","  21,573 ","  7,980 ","  245,270 ",,,844,"  7,300 ","  182,514 ","  7,596 ","  4,220 ","  201,630 ","  20,163 ","  7,460 ","  229,250 "
845,"  7,300 ","  196,908 ","  7,605 ","  4,225 ","  216,038 ","  21,604 ","  7,990 ","  245,630 ",,,845,"  7,300 ","  182,813 ","  7,605 ","  4,225 ","  201,943 ","  20,194 ","  7,470 ","  229,600 "
846,"  7,300 ","  197,207 ","  7,614 ","  4,230 ","  216,351 ","  21,635 ","  8,000 ","  245,980 ",,,846,"  7,300 ","  183,112 ","  7,614 ","  4,230 ","  202,256 ","  20,226 ","  7,480 ","  229,960 "
847,"  7,300 ","  197,507 ","  7,623 ","  4,235 ","  216,665 ","  21,667 ","  8,010 ","  246,340 ",,,847,"  7,300 ","  183,412 ","  7,623 ","  4,235 ","  202,570 ","  20,257 ","  7,490 ","  230,310 "
848,"  7,300 ","  197,806 ","  7,632 ","  4,240 ","  216,978 ","  21,698 ","  8,020 ","  246,690 ",,,848,"  7,300 ","  183,711 ","  7,632 ","  4,240 ","  202,883 ","  20,288 ","  7,500 ","  230,670 "
849,"  7,300 ","  198,105 ","  7,641 ","  4,245 ","  217,291 ","  21,729 ","  8,030 ","  247,050 ",,,849,"  7,300 ","  184,010 ","  7,641 ","  4,245 ","  203,196 ","  20,320 ","  7,510 ","  231,020 "
850,"  7,300 ","  198,405 ","  7,650 ","  4,250 ","  217,605 ","  21,761 ","  8,050 ","  247,410 ",,,850,"  7,300 ","  184,310 ","  7,650 ","  4,250 ","  203,510 ","  20,351 ","  7,520 ","  231,380 "
851,"  7,300 ","  198,704 ","  7,659 ","  4,255 ","  217,918 ","  21,792 ","  8,060 ","  247,770 ",,,851,"  7,300 ","  184,609 ","  7,659 ","  4,255 ","  203,823 ","  20,382 ","  7,540 ","  231,740 "
852,"  7,300 ","  199,003 ","  7,668 ","  4,260 ","  218,231 ","  21,823 ","  8,070 ","  248,120 ",,,852,"  7,300 ","  184,908 ","  7,668 ","  4,260 ","  204,136 ","  20,414 ","  7,550 ","  232,100 "
853,"  7,300 ","  199,302 ","  7,677 ","  4,265 ","  218,544 ","  21,854 ","  8,080 ","  248,470 ",,,853,"  7,300 ","  185,207 ","  7,677 ","  4,265 ","  204,449 ","  20,445 ","  7,560 ","  232,450 "
854,"  7,300 ","  199,602 ","  7,686 ","  4,270 ","  218,858 ","  21,886 ","  8,090 ","  248,830 ",,,854,"  7,300 ","  185,507 ","  7,686 ","  4,270 ","  204,763 ","  20,476 ","  7,570 ","  232,800 "
855,"  7,300 ","  199,901 ","  7,695 ","  4,275 ","  219,171 ","  21,917 ","  8,100 ","  249,180 ",,,855,"  7,300 ","  185,806 ","  7,695 ","  4,275 ","  205,076 ","  20,508 ","  7,580 ","  233,160 "
856,"  7,300 ","  200,200 ","  7,704 ","  4,280 ","  219,484 ","  21,948 ","  8,120 ","  249,550 ",,,856,"  7,300 ","  186,105 ","  7,704 ","  4,280 ","  205,389 ","  20,539 ","  7,590 ","  233,510 "
857,"  7,300 ","  200,500 ","  7,713 ","  4,285 ","  219,798 ","  21,980 ","  8,130 ","  249,900 ",,,857,"  7,300 ","  186,405 ","  7,713 ","  4,285 ","  205,703 ","  20,570 ","  7,610 ","  233,880 "
858,"  7,300 ","  200,799 ","  7,722 ","  4,290 ","  220,111 ","  22,011 ","  8,140 ","  250,260 ",,,858,"  7,300 ","  186,704 ","  7,722 ","  4,290 ","  206,016 ","  20,602 ","  7,620 ","  234,230 "
859,"  7,300 ","  201,098 ","  7,731 ","  4,295 ","  220,424 ","  22,042 ","  8,150 ","  250,610 ",,,859,"  7,300 ","  187,003 ","  7,731 ","  4,295 ","  206,329 ","  20,633 ","  7,630 ","  234,590 "
860,"  7,300 ","  201,398 ","  7,740 ","  4,300 ","  220,738 ","  22,074 ","  8,160 ","  250,970 ",,,860,"  7,300 ","  187,303 ","  7,740 ","  4,300 ","  206,643 ","  20,664 ","  7,640 ","  234,940 "
861,"  7,300 ","  201,697 ","  7,749 ","  4,305 ","  221,051 ","  22,105 ","  8,170 ","  251,320 ",,,861,"  7,300 ","  187,602 ","  7,749 ","  4,305 ","  206,956 ","  20,696 ","  7,650 ","  235,300 "
862,"  7,300 ","  201,996 ","  7,758 ","  4,310 ","  221,364 ","  22,136 ","  8,190 ","  251,690 ",,,862,"  7,300 ","  187,901 ","  7,758 ","  4,310 ","  207,269 ","  20,727 ","  7,660 ","  235,650 "
863,"  7,300 ","  202,295 ","  7,767 ","  4,315 ","  221,677 ","  22,168 ","  8,200 ","  252,040 ",,,863,"  7,300 ","  188,200 ","  7,767 ","  4,315 ","  207,582 ","  20,758 ","  7,680 ","  236,020 "
864,"  7,300 ","  202,595 ","  7,776 ","  4,320 ","  221,991 ","  22,199 ","  8,210 ","  252,400 ",,,864,"  7,300 ","  188,500 ","  7,776 ","  4,320 ","  207,896 ","  20,790 ","  7,690 ","  236,370 "
865,"  7,300 ","  202,894 ","  7,785 ","  4,325 ","  222,304 ","  22,230 ","  8,220 ","  252,750 ",,,865,"  7,300 ","  188,799 ","  7,785 ","  4,325 ","  208,209 ","  20,821 ","  7,700 ","  236,730 "
866,"  7,300 ","  203,193 ","  7,794 ","  4,330 ","  222,617 ","  22,262 ","  8,230 ","  253,100 ",,,866,"  7,300 ","  189,098 ","  7,794 ","  4,330 ","  208,522 ","  20,852 ","  7,710 ","  237,080 "
867,"  7,300 ","  203,493 ","  7,803 ","  4,335 ","  222,931 ","  22,293 ","  8,240 ","  253,460 ",,,867,"  7,300 ","  189,398 ","  7,803 ","  4,335 ","  208,836 ","  20,884 ","  7,720 ","  237,440 "
868,"  7,300 ","  203,792 ","  7,812 ","  4,340 ","  223,244 ","  22,324 ","  8,260 ","  253,820 ",,,868,"  7,300 ","  189,697 ","  7,812 ","  4,340 ","  209,149 ","  20,915 ","  7,730 ","  237,790 "
869,"  7,300 ","  204,091 ","  7,821 ","  4,345 ","  223,557 ","  22,356 ","  8,270 ","  254,180 ",,,869,"  7,300 ","  189,996 ","  7,821 ","  4,345 ","  209,462 ","  20,946 ","  7,750 ","  238,150 "
870,"  7,300 ","  204,391 ","  7,830 ","  4,350 ","  223,871 ","  22,387 ","  8,280 ","  254,530 ",,,870,"  7,300 ","  190,296 ","  7,830 ","  4,350 ","  209,776 ","  20,978 ","  7,760 ","  238,510 "
871,"  7,300 ","  204,690 ","  7,839 ","  4,355 ","  224,184 ","  22,418 ","  8,290 ","  254,890 ",,,871,"  7,300 ","  190,595 ","  7,839 ","  4,355 ","  210,089 ","  21,009 ","  7,770 ","  238,860 "
872,"  7,300 ","  204,989 ","  7,848 ","  4,360 ","  224,497 ","  22,450 ","  8,300 ","  255,240 ",,,872,"  7,300 ","  190,894 ","  7,848 ","  4,360 ","  210,402 ","  21,040 ","  7,780 ","  239,220 "
873,"  7,300 ","  205,288 ","  7,857 ","  4,365 ","  224,810 ","  22,481 ","  8,310 ","  255,600 ",,,873,"  7,300 ","  191,193 ","  7,857 ","  4,365 ","  210,715 ","  21,072 ","  7,790 ","  239,570 "
874,"  7,300 ","  205,588 ","  7,866 ","  4,370 ","  225,124 ","  22,512 ","  8,320 ","  255,950 ",,,874,"  7,300 ","  191,493 ","  7,866 ","  4,370 ","  211,029 ","  21,103 ","  7,800 ","  239,930 "
875,"  7,300 ","  205,887 ","  7,875 ","  4,375 ","  225,437 ","  22,544 ","  8,340 ","  256,320 ",,,875,"  7,300 ","  191,792 ","  7,875 ","  4,375 ","  211,342 ","  21,134 ","  7,810 ","  240,280 "
876,"  7,300 ","  206,186 ","  7,884 ","  4,380 ","  225,750 ","  22,575 ","  8,350 ","  256,670 ",,,876,"  7,300 ","  192,091 ","  7,884 ","  4,380 ","  211,655 ","  21,166 ","  7,830 ","  240,650 "
877,"  7,300 ","  206,486 ","  7,893 ","  4,385 ","  226,064 ","  22,606 ","  8,360 ","  257,030 ",,,877,"  7,300 ","  192,391 ","  7,893 ","  4,385 ","  211,969 ","  21,197 ","  7,840 ","  241,000 "
878,"  7,300 ","  206,785 ","  7,902 ","  4,390 ","  226,377 ","  22,638 ","  8,370 ","  257,380 ",,,878,"  7,300 ","  192,690 ","  7,902 ","  4,390 ","  212,282 ","  21,228 ","  7,850 ","  241,360 "
879,"  7,300 ","  207,084 ","  7,911 ","  4,395 ","  226,690 ","  22,669 ","  8,380 ","  257,730 ",,,879,"  7,300 ","  192,989 ","  7,911 ","  4,395 ","  212,595 ","  21,260 ","  7,860 ","  241,710 "
880,"  7,300 ","  207,384 ","  7,920 ","  4,400 ","  227,004 ","  22,700 ","  8,390 ","  258,090 ",,,880,"  7,300 ","  193,289 ","  7,920 ","  4,400 ","  212,909 ","  21,291 ","  7,870 ","  242,070 "
881,"  7,300 ","  207,683 ","  7,929 ","  4,405 ","  227,317 ","  22,732 ","  8,410 ","  258,450 ",,,881,"  7,300 ","  193,588 ","  7,929 ","  4,405 ","  213,222 ","  21,322 ","  7,880 ","  242,420 "
882,"  7,300 ","  207,982 ","  7,938 ","  4,410 ","  227,630 ","  22,763 ","  8,420 ","  258,810 ",,,882,"  7,300 ","  193,887 ","  7,938 ","  4,410 ","  213,535 ","  21,354 ","  7,900 ","  242,780 "
883,"  7,300 ","  208,281 ","  7,947 ","  4,415 ","  227,943 ","  22,794 ","  8,430 ","  259,160 ",,,883,"  7,300 ","  194,186 ","  7,947 ","  4,415 ","  213,848 ","  21,385 ","  7,910 ","  243,140 "
